ID;LINEA;ACERO;TIPO_ACERO;SALIDA DEL PROVEEDOR;LLEGADA A FÁBRICA;ORIGEN;TRANSPORTE;PESO NETO;INICIO DESCARGA;FIN DESCARGA;ESPESOR;TEMPERATURA;FALLAS;TURNO;SUPERVISOR
2167;Línea A;Acero;ACERO SAE 1040;19-04-2024 14:40;20-04-2024 19:30;Piñeyro, Buenos Aires;BUSTAMANTE E HIJOS S.A;8820;22-04-2024 6:51;22-04-2024 7:08;19.4;18.6;;T;Hugo Conte
2168;Línea B;Acero;ACERO SAE 1040;19-04-2024 14:30;20-04-2024 9:50;Zentena, Buenos Aires;TRANSPORTE CABRERA;22560;21-04-2024 21:11;21-04-2024 21:35;16.1;17.3;;M;Melina Juárez
2169;Línea B;Acero;ACERO SAE 1040;19-04-2024 12:30;20-04-2024 9:14;Zentena, Buenos Aires;TRANSPORTE CABRERA;21500;21-04-2024 20:35;21-04-2024 20:40;15.6;20.5;;M;Melina Juárez
2170;Línea A;Acero;ACERO SAE 1055;19-04-2024 14:10;20-04-2024 5:06;Coronel Suarez, Buenos Aires;LOGISTICA CASEDEI SRL;26400;21-04-2024 16:27;21-04-2024 16:55;10.5;18.7;;N;Julieta Pérez
2171;Línea A;Acero;ACERO SAE 1055;19-04-2024 14:45;20-04-2024 6:51;Coronel Suarez, Buenos Aires;BUSTAMANTE E HIJOS S.A;26040;21-04-2024 18:12;21-04-2024 18:41;19.9;20.1;;N;Julieta Pérez
2172;Línea B;Acero;ACERO SAE 1040;19-04-2024 19:10;21-04-2024 18:59;Piñeyro, Buenos Aires;TRANSPORTE CABRERA;26020;23-04-2024 6:20;23-04-2024 6:28;14.9;22.9;;T;Hugo Conte
2173;Línea B;Acero;ACERO SAE 1040;19-04-2024 17:45;20-04-2024 12:33;Zentena, Buenos Aires;BUSTAMANTE E HIJOS S.A;8180;21-04-2024 23:54;21-04-2024 23:57;16.1;24.6;;M;Melina Juárez
2174;Línea B;Acero;ACERO SAE 1040;19-04-2024 11:20;20-04-2024 4:35;Zentena, Buenos Aires;MURIETTO SRL;31320;21-04-2024 15:56;21-04-2024 16:00;15.8;22.5;;N;Julieta Pérez
2175;Línea B;Acero;ACERO SAE 1018;19-04-2024 10:30;20-04-2024 20:36;Estancia la Costa, Buenos Aires;MURIETTO SRL;30060;22-04-2024 7:57;22-04-2024 8:19;17.1;17.5;;T;Hugo Conte
2176;Línea B;Acero;ACERO SAE 1018;19-04-2024 17:40;21-04-2024 0:19;Estancia la Costa, Buenos Aires;LOGISTICA CASEDEI SRL;24160;22-04-2024 11:40;22-04-2024 12:06;18.4;29.5;;N;Julieta Pérez
2177;Línea A;Acero;ACERO SAE 1055;19-04-2024 15:50;20-04-2024 7:46;Coronel Suarez, Buenos Aires;TRANSPORTE PUTESCO;26780;21-04-2024 19:07;21-04-2024 19:12;19.9;20.2;;M;Melina Juárez
2178;Línea A;Acero;ACERO SAE 1055;19-04-2024 16:45;20-04-2024 9:12;Coronel Suarez, Buenos Aires;BUSTAMANTE E HIJOS S.A;25480;21-04-2024 20:33;21-04-2024 20:49;19.7;18;;M;Melina Juárez
2179;Línea A;Acero;ACERO SAE 1040;19-04-2024 11:24;20-04-2024 16:59;Piñeyro, Buenos Aires;TRANSPORTE CABRERA;19520;22-04-2024 4:20;22-04-2024 4:21;19.1;22.1;;T;Hugo Conte
2180;Línea B;Acero;ACERO SAE 1040;19-04-2024 13:30;20-04-2024 5:38;Zentena, Buenos Aires;LOGISTICA CASEDEI SRL;29740;21-04-2024 16:59;21-04-2024 17:27;16.8;21.8;;N;Julieta Pérez
2181;Línea B;Acero;ACERO SAE 1018;19-04-2024 10:00;20-04-2024 17:28;Estancia la Costa, Buenos Aires;BUSTAMANTE E HIJOS S.A;29480;22-04-2024 4:49;22-04-2024 4:57;18.1;23.4;;T;Hugo Conte
2182;Línea A;Acero;ACERO SAE 1040;19-04-2024 11:30;20-04-2024 17:42;Piñeyro, Buenos Aires;TRANSPORTE CABRERA;26000;22-04-2024 5:03;22-04-2024 5:05;19.7;21.9;;T;Hugo Conte
2183;Línea B;Acero;ACERO SAE 1018;19-04-2024 17:40;20-04-2024 23:14;Estancia la Costa, Buenos Aires;LOGISTICA CASEDEI SRL;30640;22-04-2024 10:35;22-04-2024 10:52;17.6;31.6;;T;Hugo Conte
2184;Línea A;Acero;ACERO SAE 1055;19-04-2024 8:40;20-04-2024 0:22;Coronel Suarez, Buenos Aires;MURIETTO SRL;25100;21-04-2024 11:43;21-04-2024 12:02;10.1;25.6;;N;Julieta Pérez
2185;Línea A;Acero;ACERO SAE 1055;19-04-2024 18:15;20-04-2024 8:13;Coronel Suarez, Buenos Aires;TRANSPORTE GIORDANO;9160;21-04-2024 19:34;21-04-2024 19:44;19.6;19.3;;M;Melina Juárez
2186;Línea B;Acero;ACERO SAE 1040;19-04-2024 20:25;20-04-2024 23:21;Piñeyro, Buenos Aires;BUSTAMANTE E HIJOS S.A;27140;21-04-2024 20:01;21-04-2024 20:57;14;22.3;;T;Hugo Conte
2187;Línea A;Acero;ACERO SAE 1055;19-04-2024 17:50;20-04-2024 10:09;Coronel Suarez, Buenos Aires;TRANSPORTES RITONDO SRL;20200;21-04-2024 21:30;21-04-2024 21:41;19.8;22.4;;M;Melina Juárez
2188;Línea B;Acero;ACERO SAE 1040;19-04-2024 15:45;20-04-2024 12:18;Zentena, Buenos Aires;TRANSPORTE PUTESCO;21940;21-04-2024 23:39;21-04-2024 23:49;16.9;17.2;;M;Melina Juárez
2189;Línea A;Acero;ACERO SAE 1055;19-04-2024 9:35;20-04-2024 1:17;Coronel Suarez, Buenos Aires;MURIETTO SRL;25240;21-04-2024 12:38;21-04-2024 13:02;10.9;24.9;;N;Julieta Pérez
2190;Línea B;Acero;ACERO SAE 1040;19-04-2024 21:10;20-04-2024 21:33;Piñeyro, Buenos Aires;TRANSPORTES RITONDO SRL;25660;21-04-2024 20:58;21-04-2024 21:35;14.7;22.5;;T;Hugo Conte
2191;Línea A;Acero;ACERO SAE 1040;20-04-2024 14:35;21-04-2024 16:47;La Primavera, Buenos Aires;TRANSPORTE CABRERA;22600;23-04-2024 4:08;23-04-2024 4:26;19.7;21.4;;T;Hugo Conte
2192;Línea B;Acero;ACERO SAE 1040;20-04-2024 16:30;21-04-2024 9:50;Coronel Suarez, Buenos Aires;BUSTAMANTE E HIJOS S.A;27820;22-04-2024 21:11;22-04-2024 21:27;19.4;20.2;;M;Melina Juárez
2193;Línea B;Acero;ACERO SAE 1040;20-04-2024 12:00;21-04-2024 8:08;Coronel Suarez, Buenos Aires;TRANSPORTE CABRERA;24260;22-04-2024 19:29;22-04-2024 19:29;19;21.5;;M;Melina Juárez
2194;Línea B;Acero;ACERO SAE 1040;20-04-2024 9:40;21-04-2024 1:45;Coronel Suarez, Buenos Aires;BUSTAMANTE E HIJOS S.A;26380;22-04-2024 13:06;22-04-2024 13:08;10.9;29.9;;N;Julieta Pérez
2195;Línea A;Acero;ACERO SAE 1040;20-04-2024 13:40;21-04-2024 13:04;La Primavera, Buenos Aires;BUSTAMANTE E HIJOS S.A;22140;23-04-2024 0:25;23-04-2024 0:41;19.9;21.7;;M;Melina Juárez
2196;Línea A;Acero;ACERO SAE 1040;20-04-2024 12:15;21-04-2024 0:20;La Primavera, Buenos Aires;BUSTAMANTE E HIJOS S.A;22820;21-04-2024 11:17;21-04-2024 12:10;19;22;;M;Melina Juárez
2197;Línea B;Acero;ACERO SAE 1018;20-04-2024 20:30;22-04-2024 10:04;Balcarce, Buenos Aires;TRANSPORTE CABRERA;19700;23-04-2024 21:25;23-04-2024 21:50;14.1;22.4;;M;Melina Juárez
2198;Línea B;Acero;ACERO SAE 1040;20-04-2024 19:00;21-04-2024 23:52;Coronel Suarez, Buenos Aires;BUSTAMANTE E HIJOS S.A;6880;23-04-2024 11:13;23-04-2024 11:13;19.8;24.7;;N;Julieta Pérez
2199;Línea B;Acero;ACERO SAE 1040;20-04-2024 17:30;21-04-2024 16:23;Coronel Suarez, Buenos Aires;TRANSPORTE GIORDANO;31880;23-04-2024 3:44;23-04-2024 4:10;19.9;20.5;;T;Hugo Conte
2200;Línea A;Acero;ACERO SAE 1040;20-04-2024 18:30;22-04-2024 3:31;Coronel Suarez, Buenos Aires;BUSTAMANTE E HIJOS S.A;20340;23-04-2024 14:52;23-04-2024 15:19;14.1;27.2;;N;Julieta Pérez
2201;Línea B;Acero;ACERO SAE 1040;20-04-2024 18:30;21-04-2024 17:21;Coronel Suarez, Buenos Aires;BUSTAMANTE E HIJOS S.A;25280;23-04-2024 4:42;23-04-2024 5:00;19.5;20.6;;T;Hugo Conte
2202;Línea A;Acero;ACERO SAE 1040;20-04-2024 17:00;21-04-2024 21:39;La Primavera, Buenos Aires;MURIETTO SRL;22420;23-04-2024 9:00;23-04-2024 9:28;15.6;22.9;;T;Hugo Conte
2203;Línea A;Acero;ACERO SAE 1040;20-04-2024 15:35;21-04-2024 19:52;La Primavera, Buenos Aires;TRANSPORTE CABRERA;22660;23-04-2024 7:13;23-04-2024 7:34;19;21.5;;T;Hugo Conte
2204;Línea B;Acero;ACERO SAE 1018;20-04-2024 17:40;22-04-2024 7:47;Balcarce, Buenos Aires;TRANSPORTE PUTESCO;23540;23-04-2024 19:09;23-04-2024 19:25;14.1;24.9;;M;Melina Juárez
2205;Línea B;Acero;ACERO SAE 1018;20-04-2024 18:00;22-04-2024 8:36;Balcarce, Buenos Aires;LOGISTICA CASEDEI SRL;22820;23-04-2024 19:57;23-04-2024 20:12;11.8;24.9;;M;Melina Juárez
2206;Línea B;Acero;ACERO SAE 1018;20-04-2024 13:40;22-04-2024 5:09;Balcarce, Buenos Aires;TRANSPORTE PUTESCO;21620;23-04-2024 16:30;23-04-2024 16:53;14.4;18.8;;N;Julieta Pérez
2207;Línea B;Acero;ACERO SAE 1018;21-04-2024 8:30;22-04-2024 11:33;Balcarce, Buenos Aires;TRANSPORTE CABRERA;22360;23-04-2024 22:54;23-04-2024 23:07;11.7;21.1;;M;Melina Juárez
2208;Línea B;Acero;ACERO SAE 1018;20-04-2024 14:00;22-04-2024 6:55;Balcarce, Buenos Aires;TRANSPORTE PUTESCO;21660;23-04-2024 18:16;23-04-2024 18:18;14.9;20.6;;N;Julieta Pérez
2209;Línea B;Acero;ACERO SAE 1018;20-04-2024 19:15;22-04-2024 9:20;Balcarce, Buenos Aires;TRANSPORTE CABRERA;21000;23-04-2024 20:41;23-04-2024 20:53;14.5;21.5;;M;Melina Juárez
2210;Línea A;Acero;ACERO SAE 1040;20-04-2024 18:55;22-04-2024 4:38;Coronel Suarez, Buenos Aires;BUSTAMANTE E HIJOS S.A;20760;23-04-2024 15:59;23-04-2024 16:20;14.8;23.9;;N;Julieta Pérez
2211;Línea A;Acero;ACERO SAE 1040;20-04-2024 17:15;21-04-2024 21:19;La Primavera, Buenos Aires;TRANSPORTE PUTESCO;21920;23-04-2024 8:40;23-04-2024 9:06;15;23.9;;T;Hugo Conte
2212;Línea B;Acero;ACERO SAE 1040;20-04-2024 11:20;21-04-2024 16:25;Coronel Suarez, Buenos Aires;TRANSPORTE CABRERA;27120;23-04-2024 3:46;23-04-2024 4:00;19.8;21.3;;N;Julieta Pérez
2213;Línea A;Acero;ACERO SAE 1040;20-04-2024 17:30;22-04-2024 0:30;Coronel Suarez, Buenos Aires;TRANSPORTE CABRERA;21960;23-04-2024 11:51;23-04-2024 11:57;15.1;22.1;;N;Julieta Pérez
2214;Línea B;Acero;ACERO SAE 1040;20-04-2024 15:45;21-04-2024 14:43;Coronel Suarez, Buenos Aires;LOGISTICA CASEDEI SRL;23800;23-04-2024 2:04;23-04-2024 2:12;19.5;19.7;;M;Melina Juárez
2215;Línea A;Acero;ACERO SAE 1040;20-04-2024 14:15;21-04-2024 15:22;La Primavera, Buenos Aires;TRANSPORTE CABRERA;23000;23-04-2024 2:43;23-04-2024 2:54;18.9;22.2;;M;Melina Juárez
2216;Línea B;Acero;ACERO SAE 1040;20-04-2024 13:40;22-04-2024 1:44;Coronel Suarez, Buenos Aires;TRANSPORTE CABRERA;25080;23-04-2024 13:05;23-04-2024 13:13;19.1;25.8;;N;Julieta Pérez
2217;Línea B;Acero;ACERO SAE 1018;20-04-2024 11:50;22-04-2024 4:45;Balcarce, Buenos Aires;TRANSPORTE PUTESCO;23680;23-04-2024 16:06;23-04-2024 16:32;14.6;20.3;;N;Julieta Pérez
2218;Línea B;Acero;ACERO SAE 1018;20-04-2024 9:30;22-04-2024 2:47;Balcarce, Buenos Aires;MURIETTO SRL;21840;23-04-2024 14:08;23-04-2024 14:30;14;23.7;;N;Julieta Pérez
2219;Línea A;Acero;ACERO SAE 1040;20-04-2024 15:15;21-04-2024 17:29;La Primavera, Buenos Aires;TRANSPORTE GIORDANO;23700;23-04-2024 4:50;23-04-2024 5:12;19;21.6;;T;Hugo Conte
2220;Línea B;Acero;ACERO SAE 1018;20-04-2024 19:45;22-04-2024 12:22;Balcarce, Buenos Aires;TRANSPORTE CABRERA;20320;23-04-2024 23:43;23-04-2024 23:54;14.4;24.9;;M;Melina Juárez
2221;Línea B;Acero;ACERO SAE 1018;20-04-2024 11:00;22-04-2024 3:34;Balcarce, Buenos Aires;BUSTAMANTE E HIJOS S.A;23100;23-04-2024 14:55;23-04-2024 15:12;14.1;21.3;;N;Julieta Pérez
2222;Línea A;Acero;ACERO SAE 1040;20-04-2024 14:30;21-04-2024 15:57;La Primavera, Buenos Aires;MURIETTO SRL;31740;23-04-2024 3:18;23-04-2024 3:36;19.1;26.5;;T;Hugo Conte
2223;Línea A;Acero;ACERO SAE 1040;20-04-2024 14:00;21-04-2024 13:43;La Primavera, Buenos Aires;TRANSPORTES RITONDO SRL;25160;23-04-2024 1:04;23-04-2024 1:28;19.5;20.6;;M;Melina Juárez
2224;;Acero;ACERO INOX;20-04-2024 20:15;21-04-2024 15:54;Zentena, Buenos Aires;TRANSPORTE PUTESCO;9700;23-04-2024 3:15;23-04-2024 3:41;;;;;Gonzalo Castillejos
2225;Línea B;Acero;ACERO SAE 1040;20-04-2024 10:45;21-04-2024 3:12;Coronel Suarez, Buenos Aires;TRANSPORTE CABRERA;27500;22-04-2024 14:33;22-04-2024 14:42;10.1;23.1;;N;Julieta Pérez
2226;Línea B;Acero;ACERO SAE 1018;21-04-2024 8:50;22-04-2024 14:05;Balcarce, Buenos Aires;TRANSPORTE CABRERA;24020;24-04-2024 1:26;24-04-2024 1:41;14.1;20.9;;M;Melina Juárez
2227;Línea A;Acero;ACERO SAE 1040;20-04-2024 18:00;22-04-2024 1:15;La Primavera, Buenos Aires;TRANSPORTE CABRERA;20740;23-04-2024 12:36;23-04-2024 12:43;14.5;30.1;;N;Julieta Pérez
2228;Línea A;Acero;ACERO SAE 1040;20-04-2024 16:50;21-04-2024 23:16;La Primavera, Buenos Aires;TRANSPORTE CABRERA;22160;23-04-2024 10:37;23-04-2024 10:48;16;24.7;;T;Hugo Conte
2229;Línea A;Acero;ACERO SAE 1040;19-04-2024 19:20;20-04-2024 21:06;La Primavera, Buenos Aires;DANIEL MARCELO SRL;33500;22-04-2024 8:27;22-04-2024 8:35;11;20.7;;T;Hugo Conte
2230;Línea A;Acero;ACERO SAE 1040;19-04-2024 19:40;20-04-2024 23:05;La Primavera, Buenos Aires;LOGISTICA INTEGRAL SUAREZ;26960;22-04-2024 10:26;22-04-2024 10:31;10.5;20.4;;T;Hugo Conte
2231;Línea A;Acero;ACERO SAE 1040;19-04-2024 20:00;20-04-2024 23:56;La Primavera, Buenos Aires;HERNANDEZ COMPANY;23400;22-04-2024 11:17;22-04-2024 11:45;10.1;17.2;;N;Julieta Pérez
2232;Línea A;Acero;ACERO SAE 1040;19-04-2024 20:20;21-04-2024 0:42;La Primavera, Buenos Aires;BUSTAMANTE E HIJOS S.A;22920;22-04-2024 12:03;22-04-2024 12:07;10.4;23.8;;N;Julieta Pérez
2233;Línea A;Acero;ACERO SAE 1040;20-04-2024 11:40;21-04-2024 9:31;La Primavera, Buenos Aires;TRANSPORTE CABRERA;26000;22-04-2024 20:52;22-04-2024 20:54;18.9;23.7;;M;Melina Juárez
2234;Línea B;Acero;ACERO SAE 1040;20-04-2024 14:00;21-04-2024 6:51;Coronel Suarez, Buenos Aires;BUSTAMANTE E HIJOS S.A;27120;22-04-2024 18:12;22-04-2024 18:20;10.1;21.4;;N;Julieta Pérez
2235;Línea B;Acero;ACERO SAE 1040;20-04-2024 15:20;21-04-2024 13:03;Coronel Suarez, Buenos Aires;TRANSPORTE CABRERA;26060;23-04-2024 0:24;23-04-2024 0:44;19.1;20.3;;M;Melina Juárez
2236;Línea A;Acero;ACERO SAE 1040;20-04-2024 11:15;21-04-2024 8:18;La Primavera, Buenos Aires;TRANSPORTE CABRERA;23480;22-04-2024 19:39;22-04-2024 20:02;18;22.6;;M;Melina Juárez
2237;Línea B;Acero;ACERO SAE 1040;20-04-2024 15:00;21-04-2024 11:57;Coronel Suarez, Buenos Aires;TRANSPORTE CABRERA;27540;22-04-2024 23:18;22-04-2024 23:28;19.7;20.9;;M;Melina Juárez
2238;Línea A;Acero;ACERO SAE 1040;20-04-2024 12:05;21-04-2024 11:07;La Primavera, Buenos Aires;TRANSPORTE GIORDANO;30000;22-04-2024 22:28;22-04-2024 22:46;19.5;24.3;;M;Melina Juárez
2239;Línea A;Acero;ACERO SAE 1040;20-04-2024 15:45;21-04-2024 18:14;La Primavera, Buenos Aires;TRANSPORTE CABRERA;14860;23-04-2024 5:35;23-04-2024 5:40;19.1;20.8;;T;Hugo Conte
2240;Línea A;Acero;ACERO SAE 1040;20-04-2024 9:45;21-04-2024 1:55;La Primavera, Buenos Aires;DANIEL MARCELO SRL;31080;22-04-2024 13:16;22-04-2024 13:38;19.8;26.5;;N;Julieta Pérez
2241;Línea A;Acero;ACERO SAE 1040;20-04-2024 10:30;21-04-2024 7:15;La Primavera, Buenos Aires;TRANSPORTE CABRERA;23840;22-04-2024 18:36;22-04-2024 18:54;18.1;28;;N;Julieta Pérez
2242;Línea A;Acero;ACERO SAE 1040;20-04-2024 10:15;21-04-2024 5:32;La Primavera, Buenos Aires;BUSTAMANTE E HIJOS S.A;24540;22-04-2024 16:53;22-04-2024 17:01;18.5;23.6;;N;Julieta Pérez
2243;Línea A;Acero;ACERO SAE 1055;21-04-2024 14:50;22-04-2024 20:50;La Primavera, Buenos Aires;TRANSPORTE CABRERA;25740;24-04-2024 8:11;24-04-2024 8:39;19.9;20.2;;T;Hugo Conte
2244;Línea A;Acero;ACERO SAE 1055;21-04-2024 22:15;22-04-2024 22:06;La Primavera, Buenos Aires;BUSTAMANTE E HIJOS S.A;9460;24-04-2024 9:27;24-04-2024 9:36;19.6;21;;T;Hugo Conte
2245;Línea B;Acero;ACERO SAE 1018;21-04-2024 13:20;22-04-2024 19:51;Balcarce, Buenos Aires;TRANSPORTE CABRERA;23960;24-04-2024 7:12;24-04-2024 7:18;14;19.1;;T;Hugo Conte
2246;Línea B;Acero;ACERO SAE 1018;21-04-2024 18:45;22-04-2024 21:26;Balcarce, Buenos Aires;TRANSPORTE CABRERA;23060;24-04-2024 8:47;24-04-2024 9:05;15.8;20.5;;T;Hugo Conte
2247;Línea A;Acero;ACERO SAE 1055;21-04-2024 13:10;22-04-2024 19:39;La Primavera, Buenos Aires;BUSTAMANTE E HIJOS S.A;22940;24-04-2024 7:00;24-04-2024 7:26;19.1;18;;T;Hugo Conte
2248;Línea B;Acero;ACERO SAE 1018;21-04-2024 11:45;22-04-2024 17:05;Balcarce, Buenos Aires;BUSTAMANTE E HIJOS S.A;22820;24-04-2024 4:26;24-04-2024 4:37;11.9;23.5;;T;Hugo Conte
2249;Línea B;Acero;ACERO SAE 1018;21-04-2024 15:00;22-04-2024 20:23;Balcarce, Buenos Aires;BUSTAMANTE E HIJOS S.A;24320;24-04-2024 7:44;24-04-2024 7:56;14.9;19.9;;T;Hugo Conte
2250;Línea A;Acero;ACERO SAE 1055;21-04-2024 12:30;22-04-2024 15:59;La Primavera, Buenos Aires;TRANSPORTE CABRERA;25700;22-04-2024 17:14;22-04-2024 17:59;19.1;24.9;;T;Hugo Conte
2251;Línea A;Acero;ACERO SAE 1040;21-04-2024 13:40;23-04-2024 6:55;La Primavera, Buenos Aires;MURIETTO SRL;31480;24-04-2024 18:16;24-04-2024 18:19;14.7;25.6;;N;Julieta Pérez
2252;Línea A;Acero;ACERO SAE 1040;21-04-2024 15:20;23-04-2024 9:21;La Primavera, Buenos Aires;MURIETTO SRL;21340;24-04-2024 20:42;24-04-2024 21:05;14.4;19.5;;M;Melina Juárez
2253;Línea B;Acero;ACERO SAE 1018;21-04-2024 10:50;22-04-2024 16:12;Balcarce, Buenos Aires;LOGISTICA CASEDEI SRL;22540;24-04-2024 3:33;24-04-2024 3:56;14;25;;T;Hugo Conte
2254;Línea A;Acero;ACERO SAE 1040;21-04-2024 15:50;23-04-2024 11:11;La Primavera, Buenos Aires;MURIETTO SRL;23260;24-04-2024 22:32;24-04-2024 22:58;14.6;24.7;;M;Melina Juárez
2255;Línea A;Acero;ACERO SAE 1040;21-04-2024 8:40;22-04-2024 6:37;La Primavera, Buenos Aires;MURIETTO SRL;28940;23-04-2024 17:58;23-04-2024 18:09;14.1;25.6;;N;Julieta Pérez
2256;Línea A;Acero;ACERO SAE 1040;21-04-2024 9:00;22-04-2024 7:52;La Primavera, Buenos Aires;MURIETTO SRL;26140;23-04-2024 19:13;23-04-2024 19:22;15.1;26.7;;M;Melina Juárez
2257;Línea A;Acero;ACERO SAE 1040;21-04-2024 10:10;22-04-2024 12:21;La Primavera, Buenos Aires;LOGISTICA CASEDEI SRL;22520;23-04-2024 23:42;23-04-2024 23:56;14.4;25.7;;M;Melina Juárez
2258;Línea A;Acero;ACERO SAE 1040;21-04-2024 10:35;22-04-2024 13:11;La Primavera, Buenos Aires;TRANSPORTE PUTESCO;21360;24-04-2024 0:32;24-04-2024 0:50;14.1;26;;M;Melina Juárez
2259;Línea A;Acero;ACERO SAE 1055;21-04-2024 11:20;22-04-2024 16:29;La Primavera, Buenos Aires;TRANSPORTE CABRERA;23740;24-04-2024 3:50;24-04-2024 4:00;19.4;24.7;;T;Hugo Conte
2260;Línea B;Acero;ACERO SAE 1018;21-04-2024 14:40;22-04-2024 18:51;Balcarce, Buenos Aires;BUSTAMANTE E HIJOS S.A;25520;24-04-2024 6:12;24-04-2024 6:17;14.8;20;;T;Hugo Conte
2261;Línea A;Acero;ACERO SAE 1040;21-04-2024 9:10;22-04-2024 8:55;La Primavera, Buenos Aires;TRANSPORTES RITONDO SRL;23580;23-04-2024 20:16;23-04-2024 20:21;14.8;21.7;;M;Melina Juárez
2262;Línea A;Acero;ACERO SAE 1055;21-04-2024 8:40;22-04-2024 15:12;La Primavera, Buenos Aires;TRANSPORTE CABRERA;24540;24-04-2024 2:33;24-04-2024 2:37;19.7;26;;M;Melina Juárez
2263;Línea B;Acero;ACERO SAE 1018;21-04-2024 9:40;22-04-2024 15:34;Balcarce, Buenos Aires;TRANSPORTE PUTESCO;21820;24-04-2024 2:55;24-04-2024 3:24;14.9;21.5;;T;Hugo Conte
2264;Línea B;Acero;ACERO SAE 1018;21-04-2024 12:50;22-04-2024 17:37;Balcarce, Buenos Aires;BUSTAMANTE E HIJOS S.A;23360;24-04-2024 4:58;24-04-2024 5:08;14.1;17.4;;T;Hugo Conte
2265;Línea A;Acero;ACERO SAE 1055;21-04-2024 9:40;22-04-2024 15:46;La Primavera, Buenos Aires;BUSTAMANTE E HIJOS S.A;23460;24-04-2024 3:07;24-04-2024 3:29;19.9;25;;T;Hugo Conte
2266;Línea A;Acero;ACERO SAE 1055;21-04-2024 15:30;22-04-2024 21:27;La Primavera, Buenos Aires;TRANSPORTE CABRERA;20780;24-04-2024 8:48;24-04-2024 8:55;19.1;19.5;;T;Hugo Conte
2267;Línea A;Acero;ACERO SAE 1055;21-04-2024 14:00;22-04-2024 20:14;La Primavera, Buenos Aires;BUSTAMANTE E HIJOS S.A;25080;24-04-2024 7:35;24-04-2024 7:59;19.5;17.9;;T;Hugo Conte
2268;Línea B;Acero;ACERO SAE 1018;21-04-2024 19:30;22-04-2024 23:08;Balcarce, Buenos Aires;LOGISTICA CASEDEI SRL;30140;24-04-2024 10:29;24-04-2024 10:55;14.6;21;;T;Hugo Conte
2269;Línea B;Acero;ACERO SAE 1018;21-04-2024 19:50;22-04-2024 23:53;Balcarce, Buenos Aires;TRANSPORTE CABRERA;22360;24-04-2024 11:14;24-04-2024 11:20;14.1;18.9;;N;Julieta Pérez
2270;Línea A;Acero;ACERO SAE 1040;21-04-2024 11:20;23-04-2024 1:30;La Primavera, Buenos Aires;LOGISTICA CASEDEI SRL;22640;24-04-2024 12:51;24-04-2024 13:18;14.5;27.4;;N;Julieta Pérez
2271;Línea A;Acero;ACERO SAE 1040;21-04-2024 11:45;23-04-2024 3:10;La Primavera, Buenos Aires;TRANSPORTES RITONDO SRL;22140;24-04-2024 14:31;24-04-2024 14:41;14.1;22.9;;N;Julieta Pérez
2272;Línea A;Acero;ACERO SAE 1040;21-04-2024 11:30;23-04-2024 2:17;La Primavera, Buenos Aires;TRANSPORTE GIORDANO;19740;24-04-2024 13:38;24-04-2024 13:42;14.8;24.3;;N;Julieta Pérez
2273;Línea A;Acero;ACERO SAE 1040;21-04-2024 11:00;23-04-2024 0:56;La Primavera, Buenos Aires;TRANSPORTE PUTESCO;29300;24-04-2024 12:17;24-04-2024 12:20;14.8;32.5;;N;Julieta Pérez
2274;Línea A;Acero;ACERO SAE 1040;21-04-2024 9:40;22-04-2024 11:44;La Primavera, Buenos Aires;TRANSPORTES LOPEZ SRL;22660;23-04-2024 23:05;23-04-2024 23:06;14.9;21.8;;M;Melina Juárez
2275;Línea A;Acero;ACERO SAE 1055;21-04-2024 10:35;22-04-2024 17:08;La Primavera, Buenos Aires;LOGISTICA CASEDEI SRL;24940;24-04-2024 4:29;24-04-2024 4:45;19.8;25.9;Falla en camión;T;Hugo Conte
2276;Línea A;Acero;ACERO SAE 1040;21-04-2024 9:20;22-04-2024 9:56;La Primavera, Buenos Aires;MURIETTO SRL;22080;23-04-2024 21:17;23-04-2024 21:39;15.9;22.3;;M;Melina Juárez
2277;Línea A;Acero;ACERO SAE 1040;21-04-2024 14:15;23-04-2024 7:43;La Primavera, Buenos Aires;LOGISTICA CASEDEI SRL;19620;24-04-2024 19:04;24-04-2024 19:18;14.8;23.7;;M;Melina Juárez
2278;Línea A;Acero;ACERO SAE 1040;21-04-2024 15:00;23-04-2024 8:42;La Primavera, Buenos Aires;HERNANDEZ COMPANY;21060;24-04-2024 20:03;24-04-2024 20:27;14.9;19.4;;M;Melina Juárez
2279;Línea A;Acero;ACERO SAE 1040;21-04-2024 12:00;23-04-2024 4:06;La Primavera, Buenos Aires;TRANSPORTES RITONDO SRL;22660;24-04-2024 15:27;24-04-2024 15:34;11.5;24.8;;N;Julieta Pérez
2280;Línea A;Acero;ACERO SAE 1040;21-04-2024 12:40;23-04-2024 5:03;La Primavera, Buenos Aires;MURIETTO SRL;20360;24-04-2024 16:24;24-04-2024 16:37;14;24.2;Falla en camión;N;Julieta Pérez
2281;Línea A;Acero;ACERO SAE 1040;21-04-2024 10:45;22-04-2024 23:51;La Primavera, Buenos Aires;MURIETTO SRL;24860;24-04-2024 11:12;24-04-2024 11:36;14.5;24.5;;N;Julieta Pérez
2282;Línea A;Acero;ACERO SAE 1040;21-04-2024 15:30;23-04-2024 11:48;La Primavera, Buenos Aires;HERNANDEZ COMPANY;19840;24-04-2024 23:09;24-04-2024 23:17;14.9;19.8;;M;Melina Juárez
